crn_rank_excluded_index,reaction_i,reaction_j,reaction_i_text,reaction_j_text,zeta_i,zeta_j,passing_ordered_pairs,rank_S_upper_bound,required_rank,exclusion_reason
2294,216,384,X2 -> X1+X4,X1+X2 -> X4+X5,"(1, -1, 0, 1, 0)","(-1, -1, 0, 1, 1)",216->384;384->216,2,5,rank(S) <= m = 2 < n = 5
2295,216,385,X2 -> X1+X4,X1+X2 -> 2X4,"(1, -1, 0, 1, 0)","(-1, -1, 0, 2, 0)",216->385;385->216,2,5,rank(S) <= m = 2 < n = 5
2296,216,386,X2 -> X1+X4,X1+X2 -> X3,"(1, -1, 0, 1, 0)","(-1, -1, 1, 0, 0)",216->386;386->216,2,5,rank(S) <= m = 2 < n = 5
2297,216,387,X2 -> X1+X4,X1+X2 -> X3+X5,"(1, -1, 0, 1, 0)","(-1, -1, 1, 0, 1)",216->387;387->216,2,5,rank(S) <= m = 2 < n = 5
2298,216,388,X2 -> X1+X4,X1+X2 -> X3+X4,"(1, -1, 0, 1, 0)","(-1, -1, 1, 1, 0)",216->388;388->216,2,5,rank(S) <= m = 2 < n = 5
2299,216,389,X2 -> X1+X4,X1+X2 -> 2X3,"(1, -1, 0, 1, 0)","(-1, -1, 2, 0, 0)",216->389;389->216,2,5,rank(S) <= m = 2 < n = 5
2300,216,390,X2 -> X1+X4,X1+X2 -> X2,"(1, -1, 0, 1, 0)","(-1, 0, 0, 0, 0)",216->390;390->216,2,5,rank(S) <= m = 2 < n = 5
2301,216,391,X2 -> X1+X4,X1+X2 -> X2+X5,"(1, -1, 0, 1, 0)","(-1, 0, 0, 0, 1)",216->391;391->216,2,5,rank(S) <= m = 2 < n = 5
2302,216,392,X2 -> X1+X4,X1+X2 -> X2+X4,"(1, -1, 0, 1, 0)","(-1, 0, 0, 1, 0)",216->392;392->216,2,5,rank(S) <= m = 2 < n = 5
2303,216,393,X2 -> X1+X4,X1+X2 -> X2+X3,"(1, -1, 0, 1, 0)","(-1, 0, 1, 0, 0)",216->393;393->216,2,5,rank(S) <= m = 2 < n = 5
2304,216,394,X2 -> X1+X4,X1+X2 -> 2X2,"(1, -1, 0, 1, 0)","(-1, 1, 0, 0, 0)",216->394;394->216,2,5,rank(S) <= m = 2 < n = 5
2305,216,395,X2 -> X1+X4,X1+X2 -> X1,"(1, -1, 0, 1, 0)","(0, -1, 0, 0, 0)",216->395;395->216,2,5,rank(S) <= m = 2 < n = 5
2306,216,396,X2 -> X1+X4,X1+X2 -> X1+X5,"(1, -1, 0, 1, 0)","(0, -1, 0, 0, 1)",216->396;396->216,2,5,rank(S) <= m = 2 < n = 5
2307,216,397,X2 -> X1+X4,X1+X2 -> X1+X4,"(1, -1, 0, 1, 0)","(0, -1, 0, 1, 0)",216->397;397->216,2,5,rank(S) <= m = 2 < n = 5
2308,216,398,X2 -> X1+X4,X1+X2 -> X1+X3,"(1, -1, 0, 1, 0)","(0, -1, 1, 0, 0)",216->398;398->216,2,5,rank(S) <= m = 2 < n = 5
2309,216,399,X2 -> X1+X4,X1+X2 -> 2X1,"(1, -1, 0, 1, 0)","(1, -1, 0, 0, 0)",216->399;399->216,2,5,rank(S) <= m = 2 < n = 5
2310,217,380,X2 -> X1+X3,X1+X2 -> 0,"(1, -1, 1, 0, 0)","(-1, -1, 0, 0, 0)",217->380;380->217,2,5,rank(S) <= m = 2 < n = 5
2311,217,381,X2 -> X1+X3,X1+X2 -> X5,"(1, -1, 1, 0, 0)","(-1, -1, 0, 0, 1)",217->381;381->217,2,5,rank(S) <= m = 2 < n = 5
2312,217,382,X2 -> X1+X3,X1+X2 -> 2X5,"(1, -1, 1, 0, 0)","(-1, -1, 0, 0, 2)",217->382;382->217,2,5,rank(S) <= m = 2 < n = 5
2313,217,383,X2 -> X1+X3,X1+X2 -> X4,"(1, -1, 1, 0, 0)","(-1, -1, 0, 1, 0)",217->383;383->217,2,5,rank(S) <= m = 2 < n = 5
2314,217,384,X2 -> X1+X3,X1+X2 -> X4+X5,"(1, -1, 1, 0, 0)","(-1, -1, 0, 1, 1)",217->384;384->217,2,5,rank(S) <= m = 2 < n = 5
2315,217,385,X2 -> X1+X3,X1+X2 -> 2X4,"(1, -1, 1, 0, 0)","(-1, -1, 0, 2, 0)",217->385;385->217,2,5,rank(S) <= m = 2 < n = 5
2316,217,386,X2 -> X1+X3,X1+X2 -> X3,"(1, -1, 1, 0, 0)","(-1, -1, 1, 0, 0)",217->386;386->217,2,5,rank(S) <= m = 2 < n = 5
2317,217,387,X2 -> X1+X3,X1+X2 -> X3+X5,"(1, -1, 1, 0, 0)","(-1, -1, 1, 0, 1)",217->387;387->217,2,5,rank(S) <= m = 2 < n = 5
2318,217,388,X2 -> X1+X3,X1+X2 -> X3+X4,"(1, -1, 1, 0, 0)","(-1, -1, 1, 1, 0)",217->388;388->217,2,5,rank(S) <= m = 2 < n = 5
2319,217,389,X2 -> X1+X3,X1+X2 -> 2X3,"(1, -1, 1, 0, 0)","(-1, -1, 2, 0, 0)",217->389;389->217,2,5,rank(S) <= m = 2 < n = 5
2320,217,390,X2 -> X1+X3,X1+X2 -> X2,"(1, -1, 1, 0, 0)","(-1, 0, 0, 0, 0)",217->390;390->217,2,5,rank(S) <= m = 2 < n = 5
2321,217,391,X2 -> X1+X3,X1+X2 -> X2+X5,"(1, -1, 1, 0, 0)","(-1, 0, 0, 0, 1)",217->391;391->217,2,5,rank(S) <= m = 2 < n = 5
2322,217,392,X2 -> X1+X3,X1+X2 -> X2+X4,"(1, -1, 1, 0, 0)","(-1, 0, 0, 1, 0)",217->392;392->217,2,5,rank(S) <= m = 2 < n = 5
2323,217,393,X2 -> X1+X3,X1+X2 -> X2+X3,"(1, -1, 1, 0, 0)","(-1, 0, 1, 0, 0)",217->393;393->217,2,5,rank(S) <= m = 2 < n = 5
2324,217,394,X2 -> X1+X3,X1+X2 -> 2X2,"(1, -1, 1, 0, 0)","(-1, 1, 0, 0, 0)",217->394;394->217,2,5,rank(S) <= m = 2 < n = 5
2325,217,395,X2 -> X1+X3,X1+X2 -> X1,"(1, -1, 1, 0, 0)","(0, -1, 0, 0, 0)",217->395;395->217,2,5,rank(S) <= m = 2 < n = 5
2326,217,396,X2 -> X1+X3,X1+X2 -> X1+X5,"(1, -1, 1, 0, 0)","(0, -1, 0, 0, 1)",217->396;396->217,2,5,rank(S) <= m = 2 < n = 5
2327,217,397,X2 -> X1+X3,X1+X2 -> X1+X4,"(1, -1, 1, 0, 0)","(0, -1, 0, 1, 0)",217->397;397->217,2,5,rank(S) <= m = 2 < n = 5
2328,217,398,X2 -> X1+X3,X1+X2 -> X1+X3,"(1, -1, 1, 0, 0)","(0, -1, 1, 0, 0)",217->398;398->217,2,5,rank(S) <= m = 2 < n = 5
2329,217,399,X2 -> X1+X3,X1+X2 -> 2X1,"(1, -1, 1, 0, 0)","(1, -1, 0, 0, 0)",217->399;399->217,2,5,rank(S) <= m = 2 < n = 5
2330,218,380,X2 -> X1+X2,X1+X2 -> 0,"(1, 0, 0, 0, 0)","(-1, -1, 0, 0, 0)",218->380;380->218,2,5,rank(S) <= m = 2 < n = 5
2331,218,381,X2 -> X1+X2,X1+X2 -> X5,"(1, 0, 0, 0, 0)","(-1, -1, 0, 0, 1)",218->381;381->218,2,5,rank(S) <= m = 2 < n = 5
2332,218,382,X2 -> X1+X2,X1+X2 -> 2X5,"(1, 0, 0, 0, 0)","(-1, -1, 0, 0, 2)",218->382;382->218,2,5,rank(S) <= m = 2 < n = 5
2333,218,383,X2 -> X1+X2,X1+X2 -> X4,"(1, 0, 0, 0, 0)","(-1, -1, 0, 1, 0)",218->383;383->218,2,5,rank(S) <= m = 2 < n = 5
2334,218,384,X2 -> X1+X2,X1+X2 -> X4+X5,"(1, 0, 0, 0, 0)","(-1, -1, 0, 1, 1)",218->384;384->218,2,5,rank(S) <= m = 2 < n = 5
2335,218,385,X2 -> X1+X2,X1+X2 -> 2X4,"(1, 0, 0, 0, 0)","(-1, -1, 0, 2, 0)",218->385;385->218,2,5,rank(S) <= m = 2 < n = 5
2336,218,386,X2 -> X1+X2,X1+X2 -> X3,"(1, 0, 0, 0, 0)","(-1, -1, 1, 0, 0)",218->386;386->218,2,5,rank(S) <= m = 2 < n = 5
2337,218,387,X2 -> X1+X2,X1+X2 -> X3+X5,"(1, 0, 0, 0, 0)","(-1, -1, 1, 0, 1)",218->387;387->218,2,5,rank(S) <= m = 2 < n = 5
2338,218,388,X2 -> X1+X2,X1+X2 -> X3+X4,"(1, 0, 0, 0, 0)","(-1, -1, 1, 1, 0)",218->388;388->218,2,5,rank(S) <= m = 2 < n = 5
2339,218,389,X2 -> X1+X2,X1+X2 -> 2X3,"(1, 0, 0, 0, 0)","(-1, -1, 2, 0, 0)",218->389;389->218,2,5,rank(S) <= m = 2 < n = 5
2340,218,390,X2 -> X1+X2,X1+X2 -> X2,"(1, 0, 0, 0, 0)","(-1, 0, 0, 0, 0)",218->390;390->218,2,5,rank(S) <= m = 2 < n = 5
2341,218,391,X2 -> X1+X2,X1+X2 -> X2+X5,"(1, 0, 0, 0, 0)","(-1, 0, 0, 0, 1)",218->391;391->218,2,5,rank(S) <= m = 2 < n = 5
2342,218,392,X2 -> X1+X2,X1+X2 -> X2+X4,"(1, 0, 0, 0, 0)","(-1, 0, 0, 1, 0)",218->392;392->218,2,5,rank(S) <= m = 2 < n = 5
2343,218,393,X2 -> X1+X2,X1+X2 -> X2+X3,"(1, 0, 0, 0, 0)","(-1, 0, 1, 0, 0)",218->393;393->218,2,5,rank(S) <= m = 2 < n = 5
2344,218,394,X2 -> X1+X2,X1+X2 -> 2X2,"(1, 0, 0, 0, 0)","(-1, 1, 0, 0, 0)",218->394;394->218,2,5,rank(S) <= m = 2 < n = 5
2345,218,395,X2 -> X1+X2,X1+X2 -> X1,"(1, 0, 0, 0, 0)","(0, -1, 0, 0, 0)",218->395;395->218,2,5,rank(S) <= m = 2 < n = 5
2346,218,396,X2 -> X1+X2,X1+X2 -> X1+X5,"(1, 0, 0, 0, 0)","(0, -1, 0, 0, 1)",218->396;396->218,2,5,rank(S) <= m = 2 < n = 5
2347,218,397,X2 -> X1+X2,X1+X2 -> X1+X4,"(1, 0, 0, 0, 0)","(0, -1, 0, 1, 0)",218->397;397->218,2,5,rank(S) <= m = 2 < n = 5
2348,218,398,X2 -> X1+X2,X1+X2 -> X1+X3,"(1, 0, 0, 0, 0)","(0, -1, 1, 0, 0)",218->398;398->218,2,5,rank(S) <= m = 2 < n = 5
2349,218,399,X2 -> X1+X2,X1+X2 -> 2X1,"(1, 0, 0, 0, 0)","(1, -1, 0, 0, 0)",218->399;399->218,2,5,rank(S) <= m = 2 < n = 5
2350,219,380,X2 -> 2X1,X1+X2 -> 0,"(2, -1, 0, 0, 0)","(-1, -1, 0, 0, 0)",219->380;380->219,2,5,rank(S) <= m = 2 < n = 5
2351,219,381,X2 -> 2X1,X1+X2 -> X5,"(2, -1, 0, 0, 0)","(-1, -1, 0, 0, 1)",219->381;381->219,2,5,rank(S) <= m = 2 < n = 5
2352,219,382,X2 -> 2X1,X1+X2 -> 2X5,"(2, -1, 0, 0, 0)","(-1, -1, 0, 0, 2)",219->382;382->219,2,5,rank(S) <= m = 2 < n = 5
2353,219,383,X2 -> 2X1,X1+X2 -> X4,"(2, -1, 0, 0, 0)","(-1, -1, 0, 1, 0)",219->383;383->219,2,5,rank(S) <= m = 2 < n = 5
2354,219,384,X2 -> 2X1,X1+X2 -> X4+X5,"(2, -1, 0, 0, 0)","(-1, -1, 0, 1, 1)",219->384;384->219,2,5,rank(S) <= m = 2 < n = 5
2355,219,385,X2 -> 2X1,X1+X2 -> 2X4,"(2, -1, 0, 0, 0)","(-1, -1, 0, 2, 0)",219->385;385->219,2,5,rank(S) <= m = 2 < n = 5
2356,219,386,X2 -> 2X1,X1+X2 -> X3,"(2, -1, 0, 0, 0)","(-1, -1, 1, 0, 0)",219->386;386->219,2,5,rank(S) <= m = 2 < n = 5
2357,219,387,X2 -> 2X1,X1+X2 -> X3+X5,"(2, -1, 0, 0, 0)","(-1, -1, 1, 0, 1)",219->387;387->219,2,5,rank(S) <= m = 2 < n = 5
2358,219,388,X2 -> 2X1,X1+X2 -> X3+X4,"(2, -1, 0, 0, 0)","(-1, -1, 1, 1, 0)",219->388;388->219,2,5,rank(S) <= m = 2 < n = 5
2359,219,389,X2 -> 2X1,X1+X2 -> 2X3,"(2, -1, 0, 0, 0)","(-1, -1, 2, 0, 0)",219->389;389->219,2,5,rank(S) <= m = 2 < n = 5
2360,219,390,X2 -> 2X1,X1+X2 -> X2,"(2, -1, 0, 0, 0)","(-1, 0, 0, 0, 0)",219->390;390->219,2,5,rank(S) <= m = 2 < n = 5
2361,219,391,X2 -> 2X1,X1+X2 -> X2+X5,"(2, -1, 0, 0, 0)","(-1, 0, 0, 0, 1)",219->391;391->219,2,5,rank(S) <= m = 2 < n = 5
2362,219,392,X2 -> 2X1,X1+X2 -> X2+X4,"(2, -1, 0, 0, 0)","(-1, 0, 0, 1, 0)",219->392;392->219,2,5,rank(S) <= m = 2 < n = 5
2363,219,393,X2 -> 2X1,X1+X2 -> X2+X3,"(2, -1, 0, 0, 0)","(-1, 0, 1, 0, 0)",219->393;393->219,2,5,rank(S) <= m = 2 < n = 5
2364,219,394,X2 -> 2X1,X1+X2 -> 2X2,"(2, -1, 0, 0, 0)","(-1, 1, 0, 0, 0)",219->394;394->219,2,5,rank(S) <= m = 2 < n = 5
2365,219,395,X2 -> 2X1,X1+X2 -> X1,"(2, -1, 0, 0, 0)","(0, -1, 0, 0, 0)",219->395;395->219,2,5,rank(S) <= m = 2 < n = 5
2366,219,396,X2 -> 2X1,X1+X2 -> X1+X5,"(2, -1, 0, 0, 0)","(0, -1, 0, 0, 1)",219->396;396->219,2,5,rank(S) <= m = 2 < n = 5
2367,219,397,X2 -> 2X1,X1+X2 -> X1+X4,"(2, -1, 0, 0, 0)","(0, -1, 0, 1, 0)",219->397;397->219,2,5,rank(S) <= m = 2 < n = 5
2368,219,398,X2 -> 2X1,X1+X2 -> X1+X3,"(2, -1, 0, 0, 0)","(0, -1, 1, 0, 0)",219->398;398->219,2,5,rank(S) <= m = 2 < n = 5
2369,219,399,X2 -> 2X1,X1+X2 -> 2X1,"(2, -1, 0, 0, 0)","(1, -1, 0, 0, 0)",219->399;399->219,2,5,rank(S) <= m = 2 < n = 5
2370,300,401,X1 -> 0,2X1 -> X5,"(-1, 0, 0, 0, 0)","(-2, 0, 0, 0, 1)",300->401;401->300,2,5,rank(S) <= m = 2 < n = 5
2371,300,402,X1 -> 0,2X1 -> 2X5,"(-1, 0, 0, 0, 0)","(-2, 0, 0, 0, 2)",300->402;402->300,2,5,rank(S) <= m = 2 < n = 5
2372,300,403,X1 -> 0,2X1 -> X4,"(-1, 0, 0, 0, 0)","(-2, 0, 0, 1, 0)",300->403;403->300,2,5,rank(S) <= m = 2 < n = 5
2373,300,404,X1 -> 0,2X1 -> X4+X5,"(-1, 0, 0, 0, 0)","(-2, 0, 0, 1, 1)",300->404;404->300,2,5,rank(S) <= m = 2 < n = 5
2374,300,405,X1 -> 0,2X1 -> 2X4,"(-1, 0, 0, 0, 0)","(-2, 0, 0, 2, 0)",300->405;405->300,2,5,rank(S) <= m = 2 < n = 5
2375,300,406,X1 -> 0,2X1 -> X3,"(-1, 0, 0, 0, 0)","(-2, 0, 1, 0, 0)",300->406;406->300,2,5,rank(S) <= m = 2 < n = 5
2376,300,407,X1 -> 0,2X1 -> X3+X5,"(-1, 0, 0, 0, 0)","(-2, 0, 1, 0, 1)",300->407;407->300,2,5,rank(S) <= m = 2 < n = 5
2377,300,408,X1 -> 0,2X1 -> X3+X4,"(-1, 0, 0, 0, 0)","(-2, 0, 1, 1, 0)",300->408;408->300,2,5,rank(S) <= m = 2 < n = 5
2378,300,409,X1 -> 0,2X1 -> 2X3,"(-1, 0, 0, 0, 0)","(-2, 0, 2, 0, 0)",300->409;409->300,2,5,rank(S) <= m = 2 < n = 5
2379,300,410,X1 -> 0,2X1 -> X2,"(-1, 0, 0, 0, 0)","(-2, 1, 0, 0, 0)",300->410;410->300,2,5,rank(S) <= m = 2 < n = 5
2380,300,411,X1 -> 0,2X1 -> X2+X5,"(-1, 0, 0, 0, 0)","(-2, 1, 0, 0, 1)",300->411;411->300,2,5,rank(S) <= m = 2 < n = 5
2381,300,412,X1 -> 0,2X1 -> X2+X4,"(-1, 0, 0, 0, 0)","(-2, 1, 0, 1, 0)",300->412;412->300,2,5,rank(S) <= m = 2 < n = 5
2382,300,413,X1 -> 0,2X1 -> X2+X3,"(-1, 0, 0, 0, 0)","(-2, 1, 1, 0, 0)",300->413;413->300,2,5,rank(S) <= m = 2 < n = 5
2383,300,414,X1 -> 0,2X1 -> 2X2,"(-1, 0, 0, 0, 0)","(-2, 2, 0, 0, 0)",300->414;414->300,2,5,rank(S) <= m = 2 < n = 5
2384,300,416,X1 -> 0,2X1 -> X1+X5,"(-1, 0, 0, 0, 0)","(-1, 0, 0, 0, 1)",300->416;416->300,2,5,rank(S) <= m = 2 < n = 5
2385,300,417,X1 -> 0,2X1 -> X1+X4,"(-1, 0, 0, 0, 0)","(-1, 0, 0, 1, 0)",300->417;417->300,2,5,rank(S) <= m = 2 < n = 5
2386,300,418,X1 -> 0,2X1 -> X1+X3,"(-1, 0, 0, 0, 0)","(-1, 0, 1, 0, 0)",300->418;418->300,2,5,rank(S) <= m = 2 < n = 5
2387,300,419,X1 -> 0,2X1 -> X1+X2,"(-1, 0, 0, 0, 0)","(-1, 1, 0, 0, 0)",300->419;419->300,2,5,rank(S) <= m = 2 < n = 5
2388,301,400,X1 -> X5,2X1 -> 0,"(-1, 0, 0, 0, 1)","(-2, 0, 0, 0, 0)",301->400;400->301,2,5,rank(S) <= m = 2 < n = 5
2389,301,401,X1 -> X5,2X1 -> X5,"(-1, 0, 0, 0, 1)","(-2, 0, 0, 0, 1)",301->401;401->301,2,5,rank(S) <= m = 2 < n = 5
2390,301,403,X1 -> X5,2X1 -> X4,"(-1, 0, 0, 0, 1)","(-2, 0, 0, 1, 0)",301->403;403->301,2,5,rank(S) <= m = 2 < n = 5
2391,301,404,X1 -> X5,2X1 -> X4+X5,"(-1, 0, 0, 0, 1)","(-2, 0, 0, 1, 1)",301->404;404->301,2,5,rank(S) <= m = 2 < n = 5
2392,301,405,X1 -> X5,2X1 -> 2X4,"(-1, 0, 0, 0, 1)","(-2, 0, 0, 2, 0)",301->405;405->301,2,5,rank(S) <= m = 2 < n = 5
2393,301,406,X1 -> X5,2X1 -> X3,"(-1, 0, 0, 0, 1)","(-2, 0, 1, 0, 0)",301->406;406->301,2,5,rank(S) <= m = 2 < n = 5
2394,301,407,X1 -> X5,2X1 -> X3+X5,"(-1, 0, 0, 0, 1)","(-2, 0, 1, 0, 1)",301->407;407->301,2,5,rank(S) <= m = 2 < n = 5
2395,301,408,X1 -> X5,2X1 -> X3+X4,"(-1, 0, 0, 0, 1)","(-2, 0, 1, 1, 0)",301->408;408->301,2,5,rank(S) <= m = 2 < n = 5
2396,301,409,X1 -> X5,2X1 -> 2X3,"(-1, 0, 0, 0, 1)","(-2, 0, 2, 0, 0)",301->409;409->301,2,5,rank(S) <= m = 2 < n = 5
2397,301,410,X1 -> X5,2X1 -> X2,"(-1, 0, 0, 0, 1)","(-2, 1, 0, 0, 0)",301->410;410->301,2,5,rank(S) <= m = 2 < n = 5
2398,301,411,X1 -> X5,2X1 -> X2+X5,"(-1, 0, 0, 0, 1)","(-2, 1, 0, 0, 1)",301->411;411->301,2,5,rank(S) <= m = 2 < n = 5
2399,301,412,X1 -> X5,2X1 -> X2+X4,"(-1, 0, 0, 0, 1)","(-2, 1, 0, 1, 0)",301->412;412->301,2,5,rank(S) <= m = 2 < n = 5
2400,301,413,X1 -> X5,2X1 -> X2+X3,"(-1, 0, 0, 0, 1)","(-2, 1, 1, 0, 0)",301->413;413->301,2,5,rank(S) <= m = 2 < n = 5
2401,301,414,X1 -> X5,2X1 -> 2X2,"(-1, 0, 0, 0, 1)","(-2, 2, 0, 0, 0)",301->414;414->301,2,5,rank(S) <= m = 2 < n = 5
2402,301,415,X1 -> X5,2X1 -> X1,"(-1, 0, 0, 0, 1)","(-1, 0, 0, 0, 0)",301->415;415->301,2,5,rank(S) <= m = 2 < n = 5
2403,301,417,X1 -> X5,2X1 -> X1+X4,"(-1, 0, 0, 0, 1)","(-1, 0, 0, 1, 0)",301->417;417->301,2,5,rank(S) <= m = 2 < n = 5
2404,301,418,X1 -> X5,2X1 -> X1+X3,"(-1, 0, 0, 0, 1)","(-1, 0, 1, 0, 0)",301->418;418->301,2,5,rank(S) <= m = 2 < n = 5
2405,301,419,X1 -> X5,2X1 -> X1+X2,"(-1, 0, 0, 0, 1)","(-1, 1, 0, 0, 0)",301->419;419->301,2,5,rank(S) <= m = 2 < n = 5
2406,302,400,X1 -> 2X5,2X1 -> 0,"(-1, 0, 0, 0, 2)","(-2, 0, 0, 0, 0)",302->400;400->302,2,5,rank(S) <= m = 2 < n = 5
2407,302,401,X1 -> 2X5,2X1 -> X5,"(-1, 0, 0, 0, 2)","(-2, 0, 0, 0, 1)",302->401;401->302,2,5,rank(S) <= m = 2 < n = 5
2408,302,402,X1 -> 2X5,2X1 -> 2X5,"(-1, 0, 0, 0, 2)","(-2, 0, 0, 0, 2)",302->402;402->302,2,5,rank(S) <= m = 2 < n = 5
2409,302,403,X1 -> 2X5,2X1 -> X4,"(-1, 0, 0, 0, 2)","(-2, 0, 0, 1, 0)",302->403;403->302,2,5,rank(S) <= m = 2 < n = 5
2410,302,404,X1 -> 2X5,2X1 -> X4+X5,"(-1, 0, 0, 0, 2)","(-2, 0, 0, 1, 1)",302->404;404->302,2,5,rank(S) <= m = 2 < n = 5
2411,302,405,X1 -> 2X5,2X1 -> 2X4,"(-1, 0, 0, 0, 2)","(-2, 0, 0, 2, 0)",302->405;405->302,2,5,rank(S) <= m = 2 < n = 5
2412,302,406,X1 -> 2X5,2X1 -> X3,"(-1, 0, 0, 0, 2)","(-2, 0, 1, 0, 0)",302->406;406->302,2,5,rank(S) <= m = 2 < n = 5
2413,302,407,X1 -> 2X5,2X1 -> X3+X5,"(-1, 0, 0, 0, 2)","(-2, 0, 1, 0, 1)",302->407;407->302,2,5,rank(S) <= m = 2 < n = 5
2414,302,408,X1 -> 2X5,2X1 -> X3+X4,"(-1, 0, 0, 0, 2)","(-2, 0, 1, 1, 0)",302->408;408->302,2,5,rank(S) <= m = 2 < n = 5
2415,302,409,X1 -> 2X5,2X1 -> 2X3,"(-1, 0, 0, 0, 2)","(-2, 0, 2, 0, 0)",302->409;409->302,2,5,rank(S) <= m = 2 < n = 5
2416,302,410,X1 -> 2X5,2X1 -> X2,"(-1, 0, 0, 0, 2)","(-2, 1, 0, 0, 0)",302->410;410->302,2,5,rank(S) <= m = 2 < n = 5
2417,302,411,X1 -> 2X5,2X1 -> X2+X5,"(-1, 0, 0, 0, 2)","(-2, 1, 0, 0, 1)",302->411;411->302,2,5,rank(S) <= m = 2 < n = 5
2418,302,412,X1 -> 2X5,2X1 -> X2+X4,"(-1, 0, 0, 0, 2)","(-2, 1, 0, 1, 0)",302->412;412->302,2,5,rank(S) <= m = 2 < n = 5
2419,302,413,X1 -> 2X5,2X1 -> X2+X3,"(-1, 0, 0, 0, 2)","(-2, 1, 1, 0, 0)",302->413;413->302,2,5,rank(S) <= m = 2 < n = 5
2420,302,414,X1 -> 2X5,2X1 -> 2X2,"(-1, 0, 0, 0, 2)","(-2, 2, 0, 0, 0)",302->414;414->302,2,5,rank(S) <= m = 2 < n = 5
2421,302,415,X1 -> 2X5,2X1 -> X1,"(-1, 0, 0, 0, 2)","(-1, 0, 0, 0, 0)",302->415;415->302,2,5,rank(S) <= m = 2 < n = 5
2422,302,416,X1 -> 2X5,2X1 -> X1+X5,"(-1, 0, 0, 0, 2)","(-1, 0, 0, 0, 1)",302->416;416->302,2,5,rank(S) <= m = 2 < n = 5
2423,302,417,X1 -> 2X5,2X1 -> X1+X4,"(-1, 0, 0, 0, 2)","(-1, 0, 0, 1, 0)",302->417;417->302,2,5,rank(S) <= m = 2 < n = 5
2424,302,418,X1 -> 2X5,2X1 -> X1+X3,"(-1, 0, 0, 0, 2)","(-1, 0, 1, 0, 0)",302->418;418->302,2,5,rank(S) <= m = 2 < n = 5
2425,302,419,X1 -> 2X5,2X1 -> X1+X2,"(-1, 0, 0, 0, 2)","(-1, 1, 0, 0, 0)",302->419;419->302,2,5,rank(S) <= m = 2 < n = 5
2426,303,400,X1 -> X4,2X1 -> 0,"(-1, 0, 0, 1, 0)","(-2, 0, 0, 0, 0)",303->400;400->303,2,5,rank(S) <= m = 2 < n = 5
2427,303,401,X1 -> X4,2X1 -> X5,"(-1, 0, 0, 1, 0)","(-2, 0, 0, 0, 1)",303->401;401->303,2,5,rank(S) <= m = 2 < n = 5
2428,303,402,X1 -> X4,2X1 -> 2X5,"(-1, 0, 0, 1, 0)","(-2, 0, 0, 0, 2)",303->402;402->303,2,5,rank(S) <= m = 2 < n = 5
2429,303,403,X1 -> X4,2X1 -> X4,"(-1, 0, 0, 1, 0)","(-2, 0, 0, 1, 0)",303->403;403->303,2,5,rank(S) <= m = 2 < n = 5
2430,303,404,X1 -> X4,2X1 -> X4+X5,"(-1, 0, 0, 1, 0)","(-2, 0, 0, 1, 1)",303->404;404->303,2,5,rank(S) <= m = 2 < n = 5
2431,303,406,X1 -> X4,2X1 -> X3,"(-1, 0, 0, 1, 0)","(-2, 0, 1, 0, 0)",303->406;406->303,2,5,rank(S) <= m = 2 < n = 5
2432,303,407,X1 -> X4,2X1 -> X3+X5,"(-1, 0, 0, 1, 0)","(-2, 0, 1, 0, 1)",303->407;407->303,2,5,rank(S) <= m = 2 < n = 5
2433,303,408,X1 -> X4,2X1 -> X3+X4,"(-1, 0, 0, 1, 0)","(-2, 0, 1, 1, 0)",303->408;408->303,2,5,rank(S) <= m = 2 < n = 5
2434,303,409,X1 -> X4,2X1 -> 2X3,"(-1, 0, 0, 1, 0)","(-2, 0, 2, 0, 0)",303->409;409->303,2,5,rank(S) <= m = 2 < n = 5
2435,303,410,X1 -> X4,2X1 -> X2,"(-1, 0, 0, 1, 0)","(-2, 1, 0, 0, 0)",303->410;410->303,2,5,rank(S) <= m = 2 < n = 5
2436,303,411,X1 -> X4,2X1 -> X2+X5,"(-1, 0, 0, 1, 0)","(-2, 1, 0, 0, 1)",303->411;411->303,2,5,rank(S) <= m = 2 < n = 5
2437,303,412,X1 -> X4,2X1 -> X2+X4,"(-1, 0, 0, 1, 0)","(-2, 1, 0, 1, 0)",303->412;412->303,2,5,rank(S) <= m = 2 < n = 5
2438,303,413,X1 -> X4,2X1 -> X2+X3,"(-1, 0, 0, 1, 0)","(-2, 1, 1, 0, 0)",303->413;413->303,2,5,rank(S) <= m = 2 < n = 5
2439,303,414,X1 -> X4,2X1 -> 2X2,"(-1, 0, 0, 1, 0)","(-2, 2, 0, 0, 0)",303->414;414->303,2,5,rank(S) <= m = 2 < n = 5
2440,303,415,X1 -> X4,2X1 -> X1,"(-1, 0, 0, 1, 0)","(-1, 0, 0, 0, 0)",303->415;415->303,2,5,rank(S) <= m = 2 < n = 5
2441,303,416,X1 -> X4,2X1 -> X1+X5,"(-1, 0, 0, 1, 0)","(-1, 0, 0, 0, 1)",303->416;416->303,2,5,rank(S) <= m = 2 < n = 5
2442,303,418,X1 -> X4,2X1 -> X1+X3,"(-1, 0, 0, 1, 0)","(-1, 0, 1, 0, 0)",303->418;418->303,2,5,rank(S) <= m = 2 < n = 5
